transaction_id,day_index,policy_name,policy_action,sent_to_analyst,analyst_reviewed,review_queue_overflow,expected_review_value
TXN_000000900,0,balanced_threshold,allow,0,0,0,28.0383
TXN_000000550,0,balanced_threshold,allow,0,0,0,2.3092
TXN_000000543,0,balanced_threshold,allow,0,0,0,30.666
TXN_000000246,0,balanced_threshold,allow,0,0,0,36.0218
TXN_000000126,0,balanced_threshold,allow,0,0,0,67.3134
TXN_000000468,0,balanced_threshold,allow,0,0,0,19.5415
TXN_000000867,0,balanced_threshold,allow,0,0,0,32.9689
TXN_000000665,0,balanced_threshold,allow,0,0,0,61.5358
TXN_000000537,0,balanced_threshold,allow,0,0,0,6.4428
TXN_000000399,0,balanced_threshold,allow,0,0,0,1.3969
TXN_000000736,0,balanced_threshold,allow,0,0,0,-2.2119
TXN_000000174,0,balanced_threshold,allow,0,0,0,12.2119
TXN_000000631,0,balanced_threshold,allow,0,0,0,13.9364
TXN_000000738,0,balanced_threshold,allow,0,0,0,16.0373
TXN_000000225,0,balanced_threshold,allow,0,0,0,54.5119
TXN_000000146,0,balanced_threshold,allow,0,0,0,10.9727
TXN_000000786,0,balanced_threshold,allow,0,0,0,-2.0145
TXN_000000475,0,balanced_threshold,allow,0,0,0,-4.0751
TXN_000000558,0,balanced_threshold,allow,0,0,0,68.4251
TXN_000000552,0,balanced_threshold,allow,0,0,0,8.0487
TXN_000000202,0,balanced_threshold,allow,0,0,0,57.1317
TXN_000000782,0,balanced_threshold,allow,0,0,0,12.3691
TXN_000000925,0,balanced_threshold,allow,0,0,0,1.205
TXN_000000520,0,balanced_threshold,allow,0,0,0,124.4445
TXN_000000258,0,balanced_threshold,allow,0,0,0,15.3997
TXN_000000717,0,balanced_threshold,allow,0,0,0,3.4295
TXN_000000335,0,balanced_threshold,allow,0,0,0,13.1261
TXN_000000030,0,balanced_threshold,allow,0,0,0,-0.3961
TXN_000000388,0,balanced_threshold,allow,0,0,0,9.6053
TXN_000000795,0,balanced_threshold,allow,0,0,0,3.5319
TXN_000000555,0,balanced_threshold,allow,0,0,0,31.1712
TXN_000000384,0,balanced_threshold,allow,0,0,0,1.1586
TXN_000000766,0,balanced_threshold,allow,0,0,0,25.8518
TXN_000000292,0,balanced_threshold,allow,0,0,0,4.2113
TXN_000000652,0,balanced_threshold,allow,0,0,0,8.8623
TXN_000000434,0,balanced_threshold,allow,0,0,0,46.3343
TXN_000000685,0,balanced_threshold,allow,0,0,0,19.6613
TXN_000000430,0,balanced_threshold,allow,0,0,0,6.7766
TXN_000000892,0,balanced_threshold,allow,0,0,0,51.0289
TXN_000000689,0,balanced_threshold,allow,0,0,0,-4.466
TXN_000000571,0,balanced_threshold,allow,0,0,0,18.1167
TXN_000000601,0,balanced_threshold,allow,0,0,0,15.9787
TXN_000000414,0,balanced_threshold,allow,0,0,0,-1.9915
TXN_000000868,0,balanced_threshold,allow,0,0,0,0.9832
TXN_000000878,0,balanced_threshold,allow,0,0,0,7.5067
TXN_000000582,0,balanced_threshold,allow,0,0,0,13.5391
TXN_000000265,0,balanced_threshold,allow,0,0,0,6.7129
TXN_000000650,0,balanced_threshold,allow,0,0,0,16.2104
TXN_000000497,0,balanced_threshold,allow,0,0,0,5.4473
TXN_000000679,0,balanced_threshold,allow,0,0,0,18.4398
TXN_000000625,0,balanced_threshold,allow,0,0,0,2.5991
TXN_000000761,0,balanced_threshold,allow,0,0,0,12.0223
TXN_000000849,0,balanced_threshold,allow,0,0,0,27.1412
TXN_000000866,0,balanced_threshold,allow,0,0,0,13.7829
TXN_000000797,0,balanced_threshold,allow,0,0,0,-1.6921
TXN_000000064,0,balanced_threshold,allow,0,0,0,-4.1394
TXN_000000131,0,balanced_threshold,allow,0,0,0,18.0007
TXN_000000700,0,balanced_threshold,allow,0,0,0,-1.7599
TXN_000000915,0,balanced_threshold,allow,0,0,0,-2.6312
TXN_000000839,0,balanced_threshold,allow,0,0,0,8.4089
TXN_000000860,0,balanced_threshold,allow,0,0,0,7.5687
TXN_000000525,0,balanced_threshold,allow,0,0,0,-4.3577
TXN_000000320,0,balanced_threshold,allow,0,0,0,4.8577
TXN_000000865,0,balanced_threshold,allow,0,0,0,-1.1051
TXN_000000513,0,balanced_threshold,allow,0,0,0,22.685
TXN_000000909,0,balanced_threshold,allow,0,0,0,3.1665
TXN_000000422,0,balanced_threshold,allow,0,0,0,3.2919
TXN_000000754,0,balanced_threshold,allow,0,0,0,1.0012
TXN_000000161,0,balanced_threshold,allow,0,0,0,1.5713
TXN_000000240,0,balanced_threshold,allow,0,0,0,-2.5891
TXN_000000725,0,balanced_threshold,allow,0,0,0,12.2354
TXN_000000419,0,balanced_threshold,allow,0,0,0,6.8331
TXN_000000375,0,balanced_threshold,allow,0,0,0,-2.3639
TXN_000000206,0,balanced_threshold,allow,0,0,0,6.8813
TXN_000000022,0,balanced_threshold,allow,0,0,0,-1.2311
TXN_000000504,0,balanced_threshold,allow,0,0,0,4.623
TXN_000000641,0,balanced_threshold,allow,0,0,0,1.3303
TXN_000000706,0,balanced_threshold,allow,0,0,0,13.2805
TXN_000000378,0,balanced_threshold,allow,0,0,0,3.6695
TXN_000000783,0,balanced_threshold,allow,0,0,0,-0.0098
TXN_000000329,0,balanced_threshold,allow,0,0,0,107.0816
TXN_000000814,0,balanced_threshold,allow,0,0,0,6.6371
TXN_000000499,0,balanced_threshold,allow,0,0,0,-2.897
TXN_000000277,0,balanced_threshold,allow,0,0,0,15.9948
TXN_000000509,0,balanced_threshold,allow,0,0,0,-0.6037
TXN_000000150,0,balanced_threshold,allow,0,0,0,4.7708
TXN_000000533,0,balanced_threshold,allow,0,0,0,3.0351
TXN_000000017,0,balanced_threshold,allow,0,0,0,1.9529
TXN_000000812,0,balanced_threshold,allow,0,0,0,-1.3364
TXN_000000442,0,balanced_threshold,allow,0,0,0,1.3495
TXN_000000731,0,balanced_threshold,allow,0,0,0,-3.4527
TXN_000000579,0,balanced_threshold,allow,0,0,0,9.7389
TXN_000000387,0,balanced_threshold,allow,0,0,0,-4.3606
TXN_000000523,0,balanced_threshold,allow,0,0,0,18.2236
TXN_000000662,0,balanced_threshold,allow,0,0,0,2.6681
TXN_000000920,0,balanced_threshold,allow,0,0,0,-1.6462
TXN_000000276,0,balanced_threshold,allow,0,0,0,1.6778
TXN_000000212,0,balanced_threshold,allow,0,0,0,-0.4375
TXN_000000554,0,balanced_threshold,allow,0,0,0,5.679
TXN_000000528,0,balanced_threshold,allow,0,0,0,1.0785
TXN_000000173,0,balanced_threshold,allow,0,0,0,-4.6004
TXN_000000079,0,balanced_threshold,allow,0,0,0,-4.6287
TXN_000000343,0,balanced_threshold,allow,0,0,0,8.2989
TXN_000000009,0,balanced_threshold,allow,0,0,0,0.7132
TXN_000000651,0,balanced_threshold,allow,0,0,0,-0.823
TXN_000000572,0,balanced_threshold,allow,0,0,0,-0.9291
TXN_000000286,0,balanced_threshold,allow,0,0,0,-2.6941
TXN_000000345,0,balanced_threshold,allow,0,0,0,16.0026
TXN_000000633,0,balanced_threshold,allow,0,0,0,-0.5433
TXN_000000262,0,balanced_threshold,allow,0,0,0,-2.8925
TXN_000000908,0,balanced_threshold,allow,0,0,0,-4.3385
TXN_000000450,0,balanced_threshold,allow,0,0,0,12.7352
TXN_000000443,0,balanced_threshold,allow,0,0,0,4.131
TXN_000000862,0,balanced_threshold,allow,0,0,0,18.3191
TXN_000000772,0,balanced_threshold,allow,0,0,0,4.915
TXN_000000051,0,balanced_threshold,allow,0,0,0,17.0053
TXN_000000190,0,balanced_threshold,allow,0,0,0,-2.4168
TXN_000000672,0,balanced_threshold,allow,0,0,0,3.1725
TXN_000000013,0,balanced_threshold,allow,0,0,0,7.0195
TXN_000000386,0,balanced_threshold,allow,0,0,0,-0.9422
TXN_000000519,0,balanced_threshold,allow,0,0,0,19.2106
TXN_000000647,0,balanced_threshold,allow,0,0,0,15.4874
TXN_000000643,0,balanced_threshold,allow,0,0,0,7.6248
TXN_000000410,0,balanced_threshold,allow,0,0,0,-0.7834
TXN_000000793,0,balanced_threshold,allow,0,0,0,0.4555
TXN_000000776,0,balanced_threshold,allow,0,0,0,13.2972
TXN_000000560,0,balanced_threshold,allow,0,0,0,12.6567
TXN_000000371,0,balanced_threshold,allow,0,0,0,22.2472
TXN_000000254,0,balanced_threshold,allow,0,0,0,8.5861
TXN_000000122,0,balanced_threshold,allow,0,0,0,-3.8928
TXN_000000123,0,balanced_threshold,allow,0,0,0,-4.5604
TXN_000000789,0,balanced_threshold,allow,0,0,0,-3.1972
TXN_000000071,0,balanced_threshold,allow,0,0,0,1.2369
TXN_000000806,0,balanced_threshold,allow,0,0,0,-2.2433
TXN_000000438,0,balanced_threshold,allow,0,0,0,-3.8732
TXN_000000332,0,balanced_threshold,allow,0,0,0,1.8437
TXN_000000416,0,balanced_threshold,allow,0,0,0,-4.0932
TXN_000000854,0,balanced_threshold,allow,0,0,0,-4.4753
TXN_000000342,0,balanced_threshold,allow,0,0,0,20.3782
TXN_000000764,0,balanced_threshold,allow,0,0,0,44.5985
TXN_000000493,0,balanced_threshold,allow,0,0,0,-2.9445
TXN_000000885,0,balanced_threshold,allow,0,0,0,-0.6867
TXN_000000452,0,balanced_threshold,allow,0,0,0,-1.0301
TXN_000000440,0,balanced_threshold,allow,0,0,0,-4.1135
TXN_000000840,0,balanced_threshold,allow,0,0,0,-1.9164
TXN_000000507,0,balanced_threshold,allow,0,0,0,4.0066
TXN_000000282,0,balanced_threshold,allow,0,0,0,4.5466
TXN_000000667,0,balanced_threshold,allow,0,0,0,-3.8892
TXN_000000514,0,balanced_threshold,allow,0,0,0,-3.1175
TXN_000000711,0,balanced_threshold,allow,0,0,0,-3.1931
TXN_000000201,0,balanced_threshold,allow,0,0,0,1.3621
TXN_000000250,0,balanced_threshold,allow,0,0,0,9.9025
TXN_000000224,0,balanced_threshold,allow,0,0,0,3.5737
TXN_000000622,0,balanced_threshold,allow,0,0,0,-4.2995
TXN_000000382,0,balanced_threshold,allow,0,0,0,-4.1233
TXN_000000914,0,balanced_threshold,allow,0,0,0,0.3099
TXN_000000023,0,balanced_threshold,allow,0,0,0,0.2719
TXN_000000031,0,balanced_threshold,allow,0,0,0,6.5028
TXN_000000385,0,balanced_threshold,allow,0,0,0,-3.2549
TXN_000000015,0,balanced_threshold,allow,0,0,0,-2.7058
TXN_000000729,0,balanced_threshold,allow,0,0,0,0.3207
TXN_000000692,0,balanced_threshold,allow,0,0,0,-5.0827
TXN_000000743,0,balanced_threshold,allow,0,0,0,6.461
TXN_000000661,0,balanced_threshold,allow,0,0,0,-2.9841
TXN_000000518,0,balanced_threshold,allow,0,0,0,0.7706
TXN_000000275,0,balanced_threshold,allow,0,0,0,3.8292
TXN_000000155,0,balanced_threshold,allow,0,0,0,-2.1852
TXN_000000740,0,balanced_threshold,allow,0,0,0,9.6705
TXN_000000618,0,balanced_threshold,allow,0,0,0,-1.3178
TXN_000000193,0,balanced_threshold,allow,0,0,0,1.4717
TXN_000000778,0,balanced_threshold,allow,0,0,0,5.3463
TXN_000000088,0,balanced_threshold,allow,0,0,0,17.2874
TXN_000000807,0,balanced_threshold,allow,0,0,0,12.0606
TXN_000000321,0,balanced_threshold,allow,0,0,0,8.4801
TXN_000000394,0,balanced_threshold,allow,0,0,0,-2.0701
TXN_000000367,0,balanced_threshold,allow,0,0,0,0.0802
TXN_000000105,0,balanced_threshold,allow,0,0,0,26.6181
TXN_000000760,0,balanced_threshold,allow,0,0,0,12.8955
TXN_000000076,0,balanced_threshold,allow,0,0,0,52.2058
TXN_000000075,0,balanced_threshold,allow,0,0,0,0.1228
TXN_000000655,0,balanced_threshold,allow,0,0,0,0.5636
TXN_000000326,0,balanced_threshold,allow,0,0,0,-3.1643
TXN_000000233,0,balanced_threshold,allow,0,0,0,3.0409
TXN_000000944,0,balanced_threshold,allow,0,0,0,-2.8148
TXN_000000855,0,balanced_threshold,allow,0,0,0,6.1965
TXN_000000039,0,balanced_threshold,allow,0,0,0,-3.1897
TXN_000000763,0,balanced_threshold,allow,0,0,0,-1.034
TXN_000000318,0,balanced_threshold,allow,0,0,0,0.817
TXN_000000063,0,balanced_threshold,allow,0,0,0,-3.475
TXN_000000435,0,balanced_threshold,allow,0,0,0,11.5398
TXN_000000002,0,balanced_threshold,allow,0,0,0,-1.6917
TXN_000000397,0,balanced_threshold,allow,0,0,0,-2.0025
TXN_000000817,0,balanced_threshold,allow,0,0,0,2.2024
TXN_000000474,0,balanced_threshold,allow,0,0,0,-2.1229
TXN_000000719,0,balanced_threshold,allow,0,0,0,-0.7746
TXN_000000293,0,balanced_threshold,allow,0,0,0,-2.4667
TXN_000000828,0,balanced_threshold,allow,0,0,0,-4.8964
TXN_000000566,0,balanced_threshold,allow,0,0,0,-3.6927
TXN_000000198,0,balanced_threshold,allow,0,0,0,4.8721
TXN_000000546,0,balanced_threshold,allow,0,0,0,13.6133
TXN_000000542,0,balanced_threshold,allow,0,0,0,3.5301
TXN_000000213,0,balanced_threshold,allow,0,0,0,0.8677
TXN_000000850,0,balanced_threshold,allow,0,0,0,3.5015
TXN_000000781,0,balanced_threshold,allow,0,0,0,-2.2407
TXN_000000189,0,balanced_threshold,allow,0,0,0,-2.3719
TXN_000000701,0,balanced_threshold,allow,0,0,0,-1.8976
TXN_000000119,0,balanced_threshold,allow,0,0,0,-3.4783
TXN_000000916,0,balanced_threshold,allow,0,0,0,2.5859
TXN_000000372,0,balanced_threshold,allow,0,0,0,-0.8858
TXN_000000578,0,balanced_threshold,allow,0,0,0,-3.7383
TXN_000000432,0,balanced_threshold,allow,0,0,0,-4.767
TXN_000000905,0,balanced_threshold,allow,0,0,0,-3.1217
TXN_000000418,0,balanced_threshold,allow,0,0,0,-3.5892
TXN_000000402,0,balanced_threshold,allow,0,0,0,-3.1635
TXN_000000870,0,balanced_threshold,allow,0,0,0,-1.0224
TXN_000000827,0,balanced_threshold,allow,0,0,0,-3.0058
TXN_000000306,0,balanced_threshold,allow,0,0,0,-3.4043
TXN_000000066,0,balanced_threshold,allow,0,0,0,-3.4699
TXN_000000300,0,balanced_threshold,allow,0,0,0,-3.7208
TXN_000000869,0,balanced_threshold,allow,0,0,0,-0.4773
TXN_000000529,0,balanced_threshold,allow,0,0,0,-4.5794
TXN_000000593,0,balanced_threshold,allow,0,0,0,0.7466
TXN_000000627,0,balanced_threshold,allow,0,0,0,-4.3688
TXN_000000181,0,balanced_threshold,allow,0,0,0,-0.1473
TXN_000000303,0,balanced_threshold,allow,0,0,0,1.4402
TXN_000000586,0,balanced_threshold,allow,0,0,0,-4.3958
TXN_000000605,0,balanced_threshold,allow,0,0,0,2.924
TXN_000000536,0,balanced_threshold,allow,0,0,0,5.667
TXN_000000660,0,balanced_threshold,allow,0,0,0,9.7048
TXN_000000657,0,balanced_threshold,allow,0,0,0,1.5153
TXN_000000192,0,balanced_threshold,allow,0,0,0,-3.7984
TXN_000000376,0,balanced_threshold,allow,0,0,0,-0.9319
TXN_000000391,0,balanced_threshold,allow,0,0,0,-3.014
TXN_000000010,0,balanced_threshold,allow,0,0,0,-0.4391
TXN_000000596,0,balanced_threshold,allow,0,0,0,-4.3203
TXN_000000597,0,balanced_threshold,allow,0,0,0,-3.6602
TXN_000000222,0,balanced_threshold,allow,0,0,0,9.1842
TXN_000000620,0,balanced_threshold,allow,0,0,0,-3.5917
TXN_000000035,0,balanced_threshold,allow,0,0,0,0.5753
TXN_000000316,0,balanced_threshold,allow,0,0,0,-3.9408
TXN_000000398,0,balanced_threshold,allow,0,0,0,-0.3616
TXN_000000417,0,balanced_threshold,allow,0,0,0,-3.4014
TXN_000000495,0,balanced_threshold,allow,0,0,0,-4.2633
TXN_000000491,0,balanced_threshold,allow,0,0,0,-4.4073
TXN_000000476,0,balanced_threshold,allow,0,0,0,-4.8472
TXN_000000815,0,balanced_threshold,allow,0,0,0,-3.3695
TXN_000000818,0,balanced_threshold,allow,0,0,0,-0.1655
TXN_000000113,0,balanced_threshold,allow,0,0,0,-4.3378
TXN_000000299,0,balanced_threshold,allow,0,0,0,-3.6575
TXN_000000338,0,balanced_threshold,allow,0,0,0,8.6767
TXN_000000527,0,balanced_threshold,allow,0,0,0,0.5445
TXN_000000143,0,balanced_threshold,allow,0,0,0,3.1107
TXN_000000521,0,balanced_threshold,allow,0,0,0,-0.1112
TXN_000000696,0,balanced_threshold,allow,0,0,0,-1.2364
TXN_000000628,0,balanced_threshold,allow,0,0,0,-3.7114
TXN_000000607,0,balanced_threshold,allow,0,0,0,1.3932
TXN_000000591,0,balanced_threshold,allow,0,0,0,-2.6193
TXN_000000583,0,balanced_threshold,allow,0,0,0,1.4038
TXN_000000512,0,balanced_threshold,allow,0,0,0,-3.1365
TXN_000000768,0,balanced_threshold,allow,0,0,0,0.9149
TXN_000000139,0,balanced_threshold,allow,0,0,0,-0.9595
TXN_000000032,0,balanced_threshold,allow,0,0,0,-1.4911
TXN_000000237,0,balanced_threshold,allow,0,0,0,-0.426
TXN_000000238,0,balanced_threshold,allow,0,0,0,-0.272
TXN_000000922,0,balanced_threshold,allow,0,0,0,-4.1229
TXN_000000551,0,balanced_threshold,allow,0,0,0,-4.1487
TXN_000000723,0,balanced_threshold,allow,0,0,0,2.9377
TXN_000000730,0,balanced_threshold,allow,0,0,0,2.902
TXN_000000498,0,balanced_threshold,allow,0,0,0,-4.1227
TXN_000000709,0,balanced_threshold,allow,0,0,0,-0.1274
TXN_000000517,0,balanced_threshold,allow,0,0,0,-1.9925
TXN_000000690,0,balanced_threshold,allow,0,0,0,-3.7069
TXN_000000273,0,balanced_threshold,allow,0,0,0,-3.3087
TXN_000000266,0,balanced_threshold,allow,0,0,0,-2.41
TXN_000000226,0,balanced_threshold,allow,0,0,0,-2.052
TXN_000000217,0,balanced_threshold,allow,0,0,0,0.584
TXN_000000590,0,balanced_threshold,allow,0,0,0,-4.2768
TXN_000000557,0,balanced_threshold,allow,0,0,0,-4.3728
TXN_000000214,0,balanced_threshold,allow,0,0,0,3.7269
TXN_000000477,0,balanced_threshold,allow,0,0,0,-4.8938
TXN_000000097,0,balanced_threshold,allow,0,0,0,-4.0348
TXN_000000780,0,balanced_threshold,allow,0,0,0,-0.2144
TXN_000000465,0,balanced_threshold,allow,0,0,0,-3.8943
TXN_000000107,0,balanced_threshold,allow,0,0,0,29.3308
TXN_000000083,0,balanced_threshold,allow,0,0,0,-1.4176
TXN_000000315,0,balanced_threshold,allow,0,0,0,-2.9955
TXN_000000464,0,balanced_threshold,allow,0,0,0,-0.7733
TXN_000000826,0,balanced_threshold,allow,0,0,0,-1.7159
TXN_000000353,0,balanced_threshold,allow,0,0,0,-2.91
TXN_000000825,0,balanced_threshold,allow,0,0,0,-3.8356
TXN_000000037,0,balanced_threshold,allow,0,0,0,-4.7237
TXN_000000424,0,balanced_threshold,allow,0,0,0,-0.2566
TXN_000000888,0,balanced_threshold,allow,0,0,0,-3.2406
TXN_000000904,0,balanced_threshold,allow,0,0,0,3.3792
TXN_000000412,0,balanced_threshold,allow,0,0,0,0.1579
TXN_000000364,0,balanced_threshold,allow,0,0,0,1.0845
TXN_000000926,0,balanced_threshold,allow,0,0,0,-4.7753
TXN_000000004,0,balanced_threshold,allow,0,0,0,-3.2389
TXN_000000379,0,balanced_threshold,allow,0,0,0,-3.5819
TXN_000000882,0,balanced_threshold,allow,0,0,0,-0.3348
TXN_000000883,0,balanced_threshold,allow,0,0,0,-1.3271
TXN_000000081,0,balanced_threshold,allow,0,0,0,-3.2129
TXN_000000804,0,balanced_threshold,allow,0,0,0,-3.6693
TXN_000000835,0,balanced_threshold,allow,0,0,0,2.0081
TXN_000000389,0,balanced_threshold,allow,0,0,0,-3.7358
TXN_000000873,0,balanced_threshold,allow,0,0,0,-3.9578
TXN_000000644,0,balanced_threshold,allow,0,0,0,-1.901
TXN_000000649,0,balanced_threshold,allow,0,0,0,-2.7311
TXN_000000177,0,balanced_threshold,allow,0,0,0,0.1813
TXN_000000194,0,balanced_threshold,allow,0,0,0,-4.9599
TXN_000000138,0,balanced_threshold,allow,0,0,0,5.9348
TXN_000000749,0,balanced_threshold,allow,0,0,0,-3.2957
TXN_000000713,0,balanced_threshold,allow,0,0,0,-4.1897
TXN_000000705,0,balanced_threshold,allow,0,0,0,-2.5847
TXN_000000136,0,balanced_threshold,allow,0,0,0,-3.3703
TXN_000000117,0,balanced_threshold,allow,0,0,0,4.471
TXN_000000762,0,balanced_threshold,allow,0,0,0,-0.221
TXN_000000011,0,balanced_threshold,allow,0,0,0,-2.4913
TXN_000000019,0,balanced_threshold,allow,0,0,0,-3.3447
TXN_000000508,0,balanced_threshold,allow,0,0,0,-4.1413
TXN_000000287,0,balanced_threshold,allow,0,0,0,-4.4189
TXN_000000469,0,balanced_threshold,allow,0,0,0,25.5276
TXN_000000012,0,balanced_threshold,allow,0,0,0,-2.6898
TXN_000000327,0,balanced_threshold,allow,0,0,0,-2.9313
TXN_000000331,0,balanced_threshold,allow,0,0,0,-3.2659
TXN_000000227,0,balanced_threshold,allow,0,0,0,7.6545
TXN_000000576,0,balanced_threshold,allow,0,0,0,-3.5272
TXN_000000574,0,balanced_threshold,allow,0,0,0,-3.3827
TXN_000000663,0,balanced_threshold,allow,0,0,0,-4.5325
TXN_000000428,0,balanced_threshold,allow,0,0,0,-0.5032
TXN_000000368,0,balanced_threshold,allow,0,0,0,-2.8824
TXN_000000670,0,balanced_threshold,allow,0,0,0,-4.4495
TXN_000000163,0,balanced_threshold,allow,0,0,0,-3.1843
TXN_000000632,0,balanced_threshold,allow,0,0,0,-4.013
TXN_000000204,0,balanced_threshold,allow,0,0,0,1.1823
TXN_000000485,0,balanced_threshold,allow,0,0,0,-4.8125
TXN_000000322,0,balanced_threshold,allow,0,0,0,-3.7546
TXN_000000595,0,balanced_threshold,allow,0,0,0,2.5492
TXN_000000589,0,balanced_threshold,allow,0,0,0,-1.9201
TXN_000000584,0,balanced_threshold,allow,0,0,0,-4.5647
TXN_000000348,0,balanced_threshold,allow,0,0,0,3.1409
TXN_000000260,0,balanced_threshold,allow,0,0,0,-3.2402
TXN_000000001,0,balanced_threshold,allow,0,0,0,0.4946
TXN_000000003,0,balanced_threshold,allow,0,0,0,-0.5994
TXN_000000928,0,balanced_threshold,allow,0,0,0,22.8535
TXN_000000056,0,balanced_threshold,allow,0,0,0,-1.9871
TXN_000000005,0,balanced_threshold,allow,0,0,0,6.2797
TXN_000000390,0,balanced_threshold,allow,0,0,0,-4.7825
TXN_000000942,0,balanced_threshold,allow,0,0,0,-2.9221
TXN_000000794,0,balanced_threshold,allow,0,0,0,-2.1625
